date,route,vessel_class,period,price
2020-01-31,USA-Gopalpur,Capesize,6M,33.23
2020-01-31,USA-Gopalpur,Capesize,1Y,34.66
2020-01-31,USA-Haldia,Panamax,1M,31.73
2020-01-31,USA-Haldia,Panamax,3M,31.55
2020-01-31,USA-Haldia,Panamax,6M,32.43
2020-01-31,USA-Haldia,Panamax,1Y,32.86
2020-01-31,USA-Haldia,Capesize,1M,33.11
2020-01-31,USA-Haldia,Capesize,3M,33.59
2020-01-31,USA-Haldia,Capesize,6M,34.51
2020-01-31,USA-Haldia,Capesize,1Y,35.14
2020-03-01,Australia-Paradip,Panamax,1M,17.03
2020-03-01,Australia-Paradip,Panamax,3M,17.16
2020-03-01,Australia-Paradip,Panamax,6M,17.44
2020-03-01,Australia-Paradip,Panamax,1Y,17.8
2020-03-01,Australia-Paradip,Capesize,1M,17.01
2020-03-01,Australia-Paradip,Capesize,3M,16.9
2020-03-01,Australia-Paradip,Capesize,6M,17.56
2020-03-01,Australia-Paradip,Capesize,1Y,17.89
2020-03-01,Australia-Vizag,Panamax,1M,16.44
2020-03-01,Australia-Vizag,Panamax,3M,15.54
2020-03-01,Australia-Vizag,Panamax,6M,16.57
2020-03-01,Australia-Vizag,Panamax,1Y,16.8
2020-03-01,Australia-Vizag,Capesize,1M,14.2
2020-03-01,Australia-Vizag,Capesize,3M,15.26
2020-03-01,Australia-Vizag,Capesize,6M,14.68
2020-03-01,Australia-Vizag,Capesize,1Y,15.31
2020-03-01,Australia-Dhamra,Panamax,1M,15.54
2020-03-01,Australia-Dhamra,Panamax,3M,15.91
2020-03-01,Australia-Dhamra,Panamax,6M,15.75
2020-03-01,Australia-Dhamra,Panamax,1Y,15.97
2020-03-01,Australia-Dhamra,Capesize,1M,13.79
2020-03-01,Australia-Dhamra,Capesize,3M,14.27
2020-03-01,Australia-Dhamra,Capesize,6M,14.6
2020-03-01,Australia-Dhamra,Capesize,1Y,14.45
2020-03-01,Australia-Gangavaram,Panamax,1M,18.44
2020-03-01,Australia-Gangavaram,Panamax,3M,17.4
2020-03-01,Australia-Gangavaram,Panamax,6M,18.21
2020-03-01,Australia-Gangavaram,Panamax,1Y,18.61
2020-03-01,Australia-Gangavaram,Capesize,1M,15.13
2020-03-01,Australia-Gangavaram,Capesize,3M,15.35
2020-03-01,Australia-Gangavaram,Capesize,6M,15.68
2020-03-01,Australia-Gangavaram,Capesize,1Y,15.58
2020-03-01,Australia-Gopalpur,Panamax,1M,16.59
2020-03-01,Australia-Gopalpur,Panamax,3M,16.86
2020-03-01,Australia-Gopalpur,Panamax,6M,17.25
2020-03-01,Australia-Gopalpur,Panamax,1Y,17.44
2020-03-01,Australia-Gopalpur,Capesize,1M,17.25
2020-03-01,Australia-Gopalpur,Capesize,3M,17.46
2020-03-01,Australia-Gopalpur,Capesize,6M,17.68
2020-03-01,Australia-Gopalpur,Capesize,1Y,18.27
2020-03-01,Australia-Haldia,Panamax,1M,17.45
2020-03-01,Australia-Haldia,Panamax,3M,17.15
2020-03-01,Australia-Haldia,Panamax,6M,17.48
2020-03-01,Australia-Haldia,Panamax,1Y,17.88
2020-03-01,Australia-Haldia,Capesize,1M,17.75
2020-03-01,Australia-Haldia,Capesize,3M,18.3
2020-03-01,Australia-Haldia,Capesize,6M,18.51
2020-03-01,Australia-Haldia,Capesize,1Y,18.71
2020-03-01,Indonesia-Paradip,Panamax,1M,12.35
2020-03-01,Indonesia-Paradip,Panamax,3M,12.01
2020-03-01,Indonesia-Paradip,Panamax,6M,12.31
2020-03-01,Indonesia-Paradip,Panamax,1Y,12.77
2020-03-01,Indonesia-Paradip,Capesize,1M,12.04
2020-03-01,Indonesia-Paradip,Capesize,3M,12.04
2020-03-01,Indonesia-Paradip,Capesize,6M,12.13
2020-03-01,Indonesia-Paradip,Capesize,1Y,12.71
2020-03-01,Indonesia-Vizag,Panamax,1M,10.83
2020-03-01,Indonesia-Vizag,Panamax,3M,11.13
2020-03-01,Indonesia-Vizag,Panamax,6M,11.24
2020-03-01,Indonesia-Vizag,Panamax,1Y,11.17
2020-03-01,Indonesia-Vizag,Capesize,1M,10.6
2020-03-01,Indonesia-Vizag,Capesize,3M,10.65
2020-03-01,Indonesia-Vizag,Capesize,6M,10.82
2020-03-01,Indonesia-Vizag,Capesize,1Y,11.42
2020-03-01,Indonesia-Dhamra,Panamax,1M,11.86
2020-03-01,Indonesia-Dhamra,Panamax,3M,11.89
2020-03-01,Indonesia-Dhamra,Panamax,6M,12.1
2020-03-01,Indonesia-Dhamra,Panamax,1Y,12.44
2020-03-01,Indonesia-Dhamra,Capesize,1M,10.38
2020-03-01,Indonesia-Dhamra,Capesize,3M,10.48
2020-03-01,Indonesia-Dhamra,Capesize,6M,10.6
2020-03-01,Indonesia-Dhamra,Capesize,1Y,11.13
2020-03-01,Indonesia-Gangavaram,Panamax,1M,9.78
2020-03-01,Indonesia-Gangavaram,Panamax,3M,9.96
2020-03-01,Indonesia-Gangavaram,Panamax,6M,10.06
2020-03-01,Indonesia-Gangavaram,Panamax,1Y,9.88
2020-03-01,Indonesia-Gangavaram,Capesize,1M,11.15
2020-03-01,Indonesia-Gangavaram,Capesize,3M,10.99
2020-03-01,Indonesia-Gangavaram,Capesize,6M,11.23
2020-03-01,Indonesia-Gangavaram,Capesize,1Y,11.2
2020-03-01,Indonesia-Gopalpur,Panamax,1M,11.35
2020-03-01,Indonesia-Gopalpur,Panamax,3M,11.36
2020-03-01,Indonesia-Gopalpur,Panamax,6M,11.27
2020-03-01,Indonesia-Gopalpur,Panamax,1Y,11.87
2020-03-01,Indonesia-Gopalpur,Capesize,1M,9.01
2020-03-01,Indonesia-Gopalpur,Capesize,3M,9.42
2020-03-01,Indonesia-Gopalpur,Capesize,6M,9.3
2020-03-01,Indonesia-Gopalpur,Capesize,1Y,9.83
2020-03-01,Indonesia-Haldia,Panamax,1M,8.58
2020-03-01,Indonesia-Haldia,Panamax,3M,8.9
2020-03-01,Indonesia-Haldia,Panamax,6M,8.75
2020-03-01,Indonesia-Haldia,Panamax,1Y,8.91
2020-03-01,Indonesia-Haldia,Capesize,1M,12.25
2020-03-01,Indonesia-Haldia,Capesize,3M,12.44
2020-03-01,Indonesia-Haldia,Capesize,6M,12.4
2020-03-01,Indonesia-Haldia,Capesize,1Y,12.95
2020-03-01,Russia-Paradip,Panamax,1M,23.96
2020-03-01,Russia-Paradip,Panamax,3M,23.89
2020-03-01,Russia-Paradip,Panamax,6M,23.56
2020-03-01,Russia-Paradip,Panamax,1Y,25.04
2020-03-01,Russia-Paradip,Capesize,1M,22.27
2020-03-01,Russia-Paradip,Capesize,3M,23.69
2020-03-01,Russia-Paradip,Capesize,6M,23.25
2020-03-01,Russia-Paradip,Capesize,1Y,23.43
2020-03-01,Russia-Vizag,Panamax,1M,20.18
2020-03-01,Russia-Vizag,Panamax,3M,20.38
2020-03-01,Russia-Vizag,Panamax,6M,20.93
2020-03-01,Russia-Vizag,Panamax,1Y,21.19
2020-03-01,Russia-Vizag,Capesize,1M,23.74
2020-03-01,Russia-Vizag,Capesize,3M,24.45
2020-03-01,Russia-Vizag,Capesize,6M,24.23
2020-03-01,Russia-Vizag,Capesize,1Y,24.44
2020-03-01,Russia-Dhamra,Panamax,1M,20.41
2020-03-01,Russia-Dhamra,Panamax,3M,20.67
2020-03-01,Russia-Dhamra,Panamax,6M,21.29
2020-03-01,Russia-Dhamra,Panamax,1Y,21.51
2020-03-01,Russia-Dhamra,Capesize,1M,25.58
2020-03-01,Russia-Dhamra,Capesize,3M,24.98
2020-03-01,Russia-Dhamra,Capesize,6M,25.81
2020-03-01,Russia-Dhamra,Capesize,1Y,26.45
2020-03-01,Russia-Gangavaram,Panamax,1M,21.97
2020-03-01,Russia-Gangavaram,Panamax,3M,22.27
2020-03-01,Russia-Gangavaram,Panamax,6M,21.39
2020-03-01,Russia-Gangavaram,Panamax,1Y,22.34
2020-03-01,Russia-Gangavaram,Capesize,1M,23.71
2020-03-01,Russia-Gangavaram,Capesize,3M,24.27
2020-03-01,Russia-Gangavaram,Capesize,6M,24.94
2020-03-01,Russia-Gangavaram,Capesize,1Y,25.81
2020-03-01,Russia-Gopalpur,Panamax,1M,23.63
2020-03-01,Russia-Gopalpur,Panamax,3M,24.04
2020-03-01,Russia-Gopalpur,Panamax,6M,24.67
2020-03-01,Russia-Gopalpur,Panamax,1Y,24.64
2020-03-01,Russia-Gopalpur,Capesize,1M,23.62
2020-03-01,Russia-Gopalpur,Capesize,3M,23.4
2020-03-01,Russia-Gopalpur,Capesize,6M,23.67
2020-03-01,Russia-Gopalpur,Capesize,1Y,24.36
2020-03-01,Russia-Haldia,Panamax,1M,22.14
2020-03-01,Russia-Haldia,Panamax,3M,21.83
2020-03-01,Russia-Haldia,Panamax,6M,21.74
2020-03-01,Russia-Haldia,Panamax,1Y,22.87
2020-03-01,Russia-Haldia,Capesize,1M,21.43
2020-03-01,Russia-Haldia,Capesize,3M,21.19
2020-03-01,Russia-Haldia,Capesize,6M,21.17
2020-03-01,Russia-Haldia,Capesize,1Y,22.07
2020-03-01,Mozambique-Paradip,Panamax,1M,20.51
2020-03-01,Mozambique-Paradip,Panamax,3M,20.67
2020-03-01,Mozambique-Paradip,Panamax,6M,21.18
2020-03-01,Mozambique-Paradip,Panamax,1Y,21.76
2020-03-01,Mozambique-Paradip,Capesize,1M,22.26
2020-03-01,Mozambique-Paradip,Capesize,3M,22.08
2020-03-01,Mozambique-Paradip,Capesize,6M,21.88
2020-03-01,Mozambique-Paradip,Capesize,1Y,22.24
2020-03-01,Mozambique-Vizag,Panamax,1M,19.59
2020-03-01,Mozambique-Vizag,Panamax,3M,20.42
2020-03-01,Mozambique-Vizag,Panamax,6M,19.89
2020-03-01,Mozambique-Vizag,Panamax,1Y,20.63
2020-03-01,Mozambique-Vizag,Capesize,1M,18.6
2020-03-01,Mozambique-Vizag,Capesize,3M,19.07
2020-03-01,Mozambique-Vizag,Capesize,6M,19.23
2020-03-01,Mozambique-Vizag,Capesize,1Y,19.66
2020-03-01,Mozambique-Dhamra,Panamax,1M,22.68
2020-03-01,Mozambique-Dhamra,Panamax,3M,22.65
2020-03-01,Mozambique-Dhamra,Panamax,6M,22.44
2020-03-01,Mozambique-Dhamra,Panamax,1Y,22.65
2020-03-01,Mozambique-Dhamra,Capesize,1M,18.67
2020-03-01,Mozambique-Dhamra,Capesize,3M,18.61
2020-03-01,Mozambique-Dhamra,Capesize,6M,18.85
2020-03-01,Mozambique-Dhamra,Capesize,1Y,18.93
2020-03-01,Mozambique-Gangavaram,Panamax,1M,19.6
2020-03-01,Mozambique-Gangavaram,Panamax,3M,19.77
2020-03-01,Mozambique-Gangavaram,Panamax,6M,20.06
2020-03-01,Mozambique-Gangavaram,Panamax,1Y,20.29
2020-03-01,Mozambique-Gangavaram,Capesize,1M,18.78
2020-03-01,Mozambique-Gangavaram,Capesize,3M,18.6
2020-03-01,Mozambique-Gangavaram,Capesize,6M,19.42
2020-03-01,Mozambique-Gangavaram,Capesize,1Y,19.58
2020-03-01,Mozambique-Gopalpur,Panamax,1M,20.56
2020-03-01,Mozambique-Gopalpur,Panamax,3M,20.15
2020-03-01,Mozambique-Gopalpur,Panamax,6M,20.33
2020-03-01,Mozambique-Gopalpur,Panamax,1Y,21.17
2020-03-01,Mozambique-Gopalpur,Capesize,1M,21.17
2020-03-01,Mozambique-Gopalpur,Capesize,3M,21.72
2020-03-01,Mozambique-Gopalpur,Capesize,6M,21.72
2020-03-01,Mozambique-Gopalpur,Capesize,1Y,22.13
2020-03-01,Mozambique-Haldia,Panamax,1M,22.29
2020-03-01,Mozambique-Haldia,Panamax,3M,23.43
2020-03-01,Mozambique-Haldia,Panamax,6M,23.55
2020-03-01,Mozambique-Haldia,Panamax,1Y,23.49
2020-03-01,Mozambique-Haldia,Capesize,1M,20.82
2020-03-01,Mozambique-Haldia,Capesize,3M,20.0
2020-03-01,Mozambique-Haldia,Capesize,6M,20.76
2020-03-01,Mozambique-Haldia,Capesize,1Y,22.0
2020-03-01,USA-Paradip,Panamax,1M,29.22
2020-03-01,USA-Paradip,Panamax,3M,28.8
2020-03-01,USA-Paradip,Panamax,6M,29.75
2020-03-01,USA-Paradip,Panamax,1Y,30.37
2020-03-01,USA-Paradip,Capesize,1M,32.09
2020-03-01,USA-Paradip,Capesize,3M,34.15
2020-03-01,USA-Paradip,Capesize,6M,34.48
2020-03-01,USA-Paradip,Capesize,1Y,35.94
2020-03-01,USA-Vizag,Panamax,1M,35.1
2020-03-01,USA-Vizag,Panamax,3M,34.7
2020-03-01,USA-Vizag,Panamax,6M,35.52
2020-03-01,USA-Vizag,Panamax,1Y,37.58
2020-03-01,USA-Vizag,Capesize,1M,34.81
2020-03-01,USA-Vizag,Capesize,3M,36.22
2020-03-01,USA-Vizag,Capesize,6M,36.03
2020-03-01,USA-Vizag,Capesize,1Y,35.82
2020-03-01,USA-Dhamra,Panamax,1M,37.84
2020-03-01,USA-Dhamra,Panamax,3M,37.94
2020-03-01,USA-Dhamra,Panamax,6M,38.5
2020-03-01,USA-Dhamra,Panamax,1Y,39.06
2020-03-01,USA-Dhamra,Capesize,1M,31.22
2020-03-01,USA-Dhamra,Capesize,3M,32.4
2020-03-01,USA-Dhamra,Capesize,6M,32.28
2020-03-01,USA-Dhamra,Capesize,1Y,32.73
2020-03-01,USA-Gangavaram,Panamax,1M,32.91
2020-03-01,USA-Gangavaram,Panamax,3M,33.01
2020-03-01,USA-Gangavaram,Panamax,6M,33.56
2020-03-01,USA-Gangavaram,Panamax,1Y,34.17
2020-03-01,USA-Gangavaram,Capesize,1M,35.41
2020-03-01,USA-Gangavaram,Capesize,3M,37.52
2020-03-01,USA-Gangavaram,Capesize,6M,37.03
2020-03-01,USA-Gangavaram,Capesize,1Y,37.5
2020-03-01,USA-Gopalpur,Panamax,1M,32.65
2020-03-01,USA-Gopalpur,Panamax,3M,34.55
2020-03-01,USA-Gopalpur,Panamax,6M,34.42
2020-03-01,USA-Gopalpur,Panamax,1Y,35.34
2020-03-01,USA-Gopalpur,Capesize,1M,35.56
2020-03-01,USA-Gopalpur,Capesize,3M,36.39
2020-03-01,USA-Gopalpur,Capesize,6M,36.01
2020-03-01,USA-Gopalpur,Capesize,1Y,37.03
2020-03-01,USA-Haldia,Panamax,1M,36.64
2020-03-01,USA-Haldia,Panamax,3M,37.37
2020-03-01,USA-Haldia,Panamax,6M,36.58
2020-03-01,USA-Haldia,Panamax,1Y,36.52
2020-03-01,USA-Haldia,Capesize,1M,29.19
2020-03-01,USA-Haldia,Capesize,3M,29.51
2020-03-01,USA-Haldia,Capesize,6M,29.19
2020-03-01,USA-Haldia,Capesize,1Y,29.79
2020-03-31,Australia-Paradip,Panamax,1M,17.76
2020-03-31,Australia-Paradip,Panamax,3M,17.31
2020-03-31,Australia-Paradip,Panamax,6M,17.3
2020-03-31,Australia-Paradip,Panamax,1Y,17.93
2020-03-31,Australia-Paradip,Capesize,1M,16.9
2020-03-31,Australia-Paradip,Capesize,3M,17.02
2020-03-31,Australia-Paradip,Capesize,6M,17.44
2020-03-31,Australia-Paradip,Capesize,1Y,18.22
2020-03-31,Australia-Vizag,Panamax,1M,16.63
2020-03-31,Australia-Vizag,Panamax,3M,16.62
2020-03-31,Australia-Vizag,Panamax,6M,17.16
2020-03-31,Australia-Vizag,Panamax,1Y,16.67
2020-03-31,Australia-Vizag,Capesize,1M,14.78
2020-03-31,Australia-Vizag,Capesize,3M,15.55
2020-03-31,Australia-Vizag,Capesize,6M,15.53
2020-03-31,Australia-Vizag,Capesize,1Y,15.64
2020-03-31,Australia-Dhamra,Panamax,1M,18.52
2020-03-31,Australia-Dhamra,Panamax,3M,18.39
2020-03-31,Australia-Dhamra,Panamax,6M,19.33
2020-03-31,Australia-Dhamra,Panamax,1Y,18.99
2020-03-31,Australia-Dhamra,Capesize,1M,16.14
2020-03-31,Australia-Dhamra,Capesize,3M,16.01
2020-03-31,Australia-Dhamra,Capesize,6M,16.07
2020-03-31,Australia-Dhamra,Capesize,1Y,16.19
2020-03-31,Australia-Gangavaram,Panamax,1M,17.61
2020-03-31,Australia-Gangavaram,Panamax,3M,17.82
2020-03-31,Australia-Gangavaram,Panamax,6M,17.8
2020-03-31,Australia-Gangavaram,Panamax,1Y,17.98
2020-03-31,Australia-Gangavaram,Capesize,1M,14.63
2020-03-31,Australia-Gangavaram,Capesize,3M,14.7
2020-03-31,Australia-Gangavaram,Capesize,6M,15.54
2020-03-31,Australia-Gangavaram,Capesize,1Y,15.45
2020-03-31,Australia-Gopalpur,Panamax,1M,14.56
2020-03-31,Australia-Gopalpur,Panamax,3M,15.07
2020-03-31,Australia-Gopalpur,Panamax,6M,15.08
2020-03-31,Australia-Gopalpur,Panamax,1Y,15.45
2020-03-31,Australia-Gopalpur,Capesize,1M,19.89
2020-03-31,Australia-Gopalpur,Capesize,3M,19.73
2020-03-31,Australia-Gopalpur,Capesize,6M,19.37
2020-03-31,Australia-Gopalpur,Capesize,1Y,20.49
2020-03-31,Australia-Haldia,Panamax,1M,16.72
2020-03-31,Australia-Haldia,Panamax,3M,16.79
2020-03-31,Australia-Haldia,Panamax,6M,16.77
2020-03-31,Australia-Haldia,Panamax,1Y,17.53
2020-03-31,Australia-Haldia,Capesize,1M,16.52
2020-03-31,Australia-Haldia,Capesize,3M,17.07
2020-03-31,Australia-Haldia,Capesize,6M,16.47
2020-03-31,Australia-Haldia,Capesize,1Y,16.82
2020-03-31,Indonesia-Paradip,Panamax,1M,12.27
2020-03-31,Indonesia-Paradip,Panamax,3M,12.4
2020-03-31,Indonesia-Paradip,Panamax,6M,12.36
2020-03-31,Indonesia-Paradip,Panamax,1Y,12.89
2020-03-31,Indonesia-Paradip,Capesize,1M,9.87
2020-03-31,Indonesia-Paradip,Capesize,3M,10.16
2020-03-31,Indonesia-Paradip,Capesize,6M,10.05
2020-03-31,Indonesia-Paradip,Capesize,1Y,10.32
2020-03-31,Indonesia-Vizag,Panamax,1M,10.39
2020-03-31,Indonesia-Vizag,Panamax,3M,10.23
2020-03-31,Indonesia-Vizag,Panamax,6M,10.66
2020-03-31,Indonesia-Vizag,Panamax,1Y,10.6
2020-03-31,Indonesia-Vizag,Capesize,1M,9.99
2020-03-31,Indonesia-Vizag,Capesize,3M,9.8
2020-03-31,Indonesia-Vizag,Capesize,6M,9.71
2020-03-31,Indonesia-Vizag,Capesize,1Y,10.26
2020-03-31,Indonesia-Dhamra,Panamax,1M,11.14
2020-03-31,Indonesia-Dhamra,Panamax,3M,11.92
2020-03-31,Indonesia-Dhamra,Panamax,6M,11.31
2020-03-31,Indonesia-Dhamra,Panamax,1Y,11.68
2020-03-31,Indonesia-Dhamra,Capesize,1M,12.7
2020-03-31,Indonesia-Dhamra,Capesize,3M,12.76
2020-03-31,Indonesia-Dhamra,Capesize,6M,12.62
2020-03-31,Indonesia-Dhamra,Capesize,1Y,13.33
2020-03-31,Indonesia-Gangavaram,Panamax,1M,11.66
2020-03-31,Indonesia-Gangavaram,Panamax,3M,11.3
2020-03-31,Indonesia-Gangavaram,Panamax,6M,11.55
2020-03-31,Indonesia-Gangavaram,Panamax,1Y,11.87
2020-03-31,Indonesia-Gangavaram,Capesize,1M,9.93
2020-03-31,Indonesia-Gangavaram,Capesize,3M,9.91
2020-03-31,Indonesia-Gangavaram,Capesize,6M,10.12
2020-03-31,Indonesia-Gangavaram,Capesize,1Y,10.05
2020-03-31,Indonesia-Gopalpur,Panamax,1M,9.68
2020-03-31,Indonesia-Gopalpur,Panamax,3M,9.58
2020-03-31,Indonesia-Gopalpur,Panamax,6M,9.92
2020-03-31,Indonesia-Gopalpur,Panamax,1Y,10.24
2020-03-31,Indonesia-Gopalpur,Capesize,1M,9.58
2020-03-31,Indonesia-Gopalpur,Capesize,3M,10.0
2020-03-31,Indonesia-Gopalpur,Capesize,6M,9.76
2020-03-31,Indonesia-Gopalpur,Capesize,1Y,9.74
2020-03-31,Indonesia-Haldia,Panamax,1M,10.4
2020-03-31,Indonesia-Haldia,Panamax,3M,10.61
2020-03-31,Indonesia-Haldia,Panamax,6M,10.88
2020-03-31,Indonesia-Haldia,Panamax,1Y,11.08
2020-03-31,Indonesia-Haldia,Capesize,1M,8.22
2020-03-31,Indonesia-Haldia,Capesize,3M,8.36
2020-03-31,Indonesia-Haldia,Capesize,6M,8.63
2020-03-31,Indonesia-Haldia,Capesize,1Y,8.73
2020-03-31,Russia-Paradip,Panamax,1M,22.05
2020-03-31,Russia-Paradip,Panamax,3M,22.22
2020-03-31,Russia-Paradip,Panamax,6M,23.06
2020-03-31,Russia-Paradip,Panamax,1Y,23.27
2020-03-31,Russia-Paradip,Capesize,1M,21.76
2020-03-31,Russia-Paradip,Capesize,3M,21.67
2020-03-31,Russia-Paradip,Capesize,6M,21.83
2020-03-31,Russia-Paradip,Capesize,1Y,22.41
2020-03-31,Russia-Vizag,Panamax,1M,20.93
2020-03-31,Russia-Vizag,Panamax,3M,21.74
2020-03-31,Russia-Vizag,Panamax,6M,21.78
2020-03-31,Russia-Vizag,Panamax,1Y,22.13
2020-03-31,Russia-Vizag,Capesize,1M,19.24
2020-03-31,Russia-Vizag,Capesize,3M,20.24
2020-03-31,Russia-Vizag,Capesize,6M,21.0
2020-03-31,Russia-Vizag,Capesize,1Y,21.08
2020-03-31,Russia-Dhamra,Panamax,1M,22.42
2020-03-31,Russia-Dhamra,Panamax,3M,21.77
2020-03-31,Russia-Dhamra,Panamax,6M,22.36
2020-03-31,Russia-Dhamra,Panamax,1Y,23.39
2020-03-31,Russia-Dhamra,Capesize,1M,24.9
2020-03-31,Russia-Dhamra,Capesize,3M,26.76
2020-03-31,Russia-Dhamra,Capesize,6M,26.0
2020-03-31,Russia-Dhamra,Capesize,1Y,26.81
2020-03-31,Russia-Gangavaram,Panamax,1M,24.33
2020-03-31,Russia-Gangavaram,Panamax,3M,23.55
2020-03-31,Russia-Gangavaram,Panamax,6M,24.07
2020-03-31,Russia-Gangavaram,Panamax,1Y,24.01
2020-03-31,Russia-Gangavaram,Capesize,1M,22.11
2020-03-31,Russia-Gangavaram,Capesize,3M,21.49
2020-03-31,Russia-Gangavaram,Capesize,6M,21.68
2020-03-31,Russia-Gangavaram,Capesize,1Y,22.53
2020-03-31,Russia-Gopalpur,Panamax,1M,23.01
2020-03-31,Russia-Gopalpur,Panamax,3M,23.66
2020-03-31,Russia-Gopalpur,Panamax,6M,23.3
2020-03-31,Russia-Gopalpur,Panamax,1Y,23.93
2020-03-31,Russia-Gopalpur,Capesize,1M,18.2
2020-03-31,Russia-Gopalpur,Capesize,3M,18.37
2020-03-31,Russia-Gopalpur,Capesize,6M,18.32
2020-03-31,Russia-Gopalpur,Capesize,1Y,18.74
2020-03-31,Russia-Haldia,Panamax,1M,23.61
2020-03-31,Russia-Haldia,Panamax,3M,22.71
2020-03-31,Russia-Haldia,Panamax,6M,22.83
2020-03-31,Russia-Haldia,Panamax,1Y,22.87
2020-03-31,Russia-Haldia,Capesize,1M,23.59
2020-03-31,Russia-Haldia,Capesize,3M,24.62
2020-03-31,Russia-Haldia,Capesize,6M,24.51
2020-03-31,Russia-Haldia,Capesize,1Y,25.62
2020-03-31,Mozambique-Paradip,Panamax,1M,20.91
2020-03-31,Mozambique-Paradip,Panamax,3M,21.22
2020-03-31,Mozambique-Paradip,Panamax,6M,21.61
2020-03-31,Mozambique-Paradip,Panamax,1Y,22.26
2020-03-31,Mozambique-Paradip,Capesize,1M,19.32
2020-03-31,Mozambique-Paradip,Capesize,3M,20.11
2020-03-31,Mozambique-Paradip,Capesize,6M,19.88
2020-03-31,Mozambique-Paradip,Capesize,1Y,20.36
2020-03-31,Mozambique-Vizag,Panamax,1M,18.97
2020-03-31,Mozambique-Vizag,Panamax,3M,19.58
2020-03-31,Mozambique-Vizag,Panamax,6M,20.14
2020-03-31,Mozambique-Vizag,Panamax,1Y,19.83
2020-03-31,Mozambique-Vizag,Capesize,1M,20.36
2020-03-31,Mozambique-Vizag,Capesize,3M,20.64
2020-03-31,Mozambique-Vizag,Capesize,6M,21.51
2020-03-31,Mozambique-Vizag,Capesize,1Y,21.98
2020-03-31,Mozambique-Dhamra,Panamax,1M,20.28
2020-03-31,Mozambique-Dhamra,Panamax,3M,20.53
2020-03-31,Mozambique-Dhamra,Panamax,6M,20.47
2020-03-31,Mozambique-Dhamra,Panamax,1Y,21.32
2020-03-31,Mozambique-Dhamra,Capesize,1M,19.9
2020-03-31,Mozambique-Dhamra,Capesize,3M,19.71
2020-03-31,Mozambique-Dhamra,Capesize,6M,19.94
2020-03-31,Mozambique-Dhamra,Capesize,1Y,20.78
2020-03-31,Mozambique-Gangavaram,Panamax,1M,21.08
2020-03-31,Mozambique-Gangavaram,Panamax,3M,20.82
2020-03-31,Mozambique-Gangavaram,Panamax,6M,21.41
2020-03-31,Mozambique-Gangavaram,Panamax,1Y,21.53
2020-03-31,Mozambique-Gangavaram,Capesize,1M,20.06
2020-03-31,Mozambique-Gangavaram,Capesize,3M,20.54
2020-03-31,Mozambique-Gangavaram,Capesize,6M,20.77
2020-03-31,Mozambique-Gangavaram,Capesize,1Y,20.71
2020-03-31,Mozambique-Gopalpur,Panamax,1M,19.6
2020-03-31,Mozambique-Gopalpur,Panamax,3M,19.78
2020-03-31,Mozambique-Gopalpur,Panamax,6M,20.24
2020-03-31,Mozambique-Gopalpur,Panamax,1Y,20.54
2020-03-31,Mozambique-Gopalpur,Capesize,1M,19.75
2020-03-31,Mozambique-Gopalpur,Capesize,3M,20.31
2020-03-31,Mozambique-Gopalpur,Capesize,6M,21.03
2020-03-31,Mozambique-Gopalpur,Capesize,1Y,21.02
2020-03-31,Mozambique-Haldia,Panamax,1M,19.64
2020-03-31,Mozambique-Haldia,Panamax,3M,19.78
2020-03-31,Mozambique-Haldia,Panamax,6M,20.32
2020-03-31,Mozambique-Haldia,Panamax,1Y,20.35
2020-03-31,Mozambique-Haldia,Capesize,1M,18.29
2020-03-31,Mozambique-Haldia,Capesize,3M,18.47
2020-03-31,Mozambique-Haldia,Capesize,6M,18.46
2020-03-31,Mozambique-Haldia,Capesize,1Y,18.5
2020-03-31,USA-Paradip,Panamax,1M,30.46
2020-03-31,USA-Paradip,Panamax,3M,32.08
2020-03-31,USA-Paradip,Panamax,6M,32.83
2020-03-31,USA-Paradip,Panamax,1Y,32.53
2020-03-31,USA-Paradip,Capesize,1M,37.86
2020-03-31,USA-Paradip,Capesize,3M,38.34
2020-03-31,USA-Paradip,Capesize,6M,38.15
2020-03-31,USA-Paradip,Capesize,1Y,39.6
2020-03-31,USA-Vizag,Panamax,1M,30.5
2020-03-31,USA-Vizag,Panamax,3M,30.05
2020-03-31,USA-Vizag,Panamax,6M,29.93
2020-03-31,USA-Vizag,Panamax,1Y,31.63
2020-03-31,USA-Vizag,Capesize,1M,29.48
2020-03-31,USA-Vizag,Capesize,3M,30.29
2020-03-31,USA-Vizag,Capesize,6M,30.09
2020-03-31,USA-Vizag,Capesize,1Y,31.51
2020-03-31,USA-Dhamra,Panamax,1M,32.36
2020-03-31,USA-Dhamra,Panamax,3M,31.19
2020-03-31,USA-Dhamra,Panamax,6M,32.53
2020-03-31,USA-Dhamra,Panamax,1Y,32.77
2020-03-31,USA-Dhamra,Capesize,1M,34.31
2020-03-31,USA-Dhamra,Capesize,3M,34.28
2020-03-31,USA-Dhamra,Capesize,6M,35.09
2020-03-31,USA-Dhamra,Capesize,1Y,34.68
2020-03-31,USA-Gangavaram,Panamax,1M,34.42
2020-03-31,USA-Gangavaram,Panamax,3M,34.23
2020-03-31,USA-Gangavaram,Panamax,6M,34.39
2020-03-31,USA-Gangavaram,Panamax,1Y,35.75
2020-03-31,USA-Gangavaram,Capesize,1M,31.76
